Name,Product Category,Secondary Product Category,Issuer/Asset Category,Asset Sub-categories,Summary,Launch status,Custodial/Non-custodial,Private/public blockchain,Chain,"Project tokens (Utility, Stable)",Founded,Location,"Assets, regions",Stats,URL,Twitter,Discord,Date added
Galileo,Tokenization platform ,,- Asset-agnostic,"Collectibles,Music,Gold and silver,Other precious metals","Galileo Protocol is a fully regulated and compliant marketplace for physical asset-backed NFTs. owning the pNFT is the same as owning the thing itself. digital passport linked to a real-world object. It could be a collectible, a piece of jewelry, or a pair of high end sneakers. It provides a multichain, physical asset tokenization service allowing physical assets to be migrated into the digital sphere. Issuers of LEOX, being the first-ever QRC-20 (Quant standard) token in history to be listed on a centralised exchange (LCX).",Closed beta,Non-custodial,Public,?,$LEOX,,FR (Paris),,,https://www.galileoprotocol.io,https://twitter.com/galileoprotocol,https://discord.com/invite/VuXvv8MEnZ,19/9/2023
Gemini USD,Stablecoin (RWA- or Fiat- backed),,Public Debt Instruments,Government bonds (long-term / US),,,,,,,,,,,https://www.gemini.com/dollar,https://twitter.com/gemini,,15/10/2023
Glo Dollar,Stablecoin (RWA- or Fiat- backed),,,,The Anti-poverty dollar,,,,,,,,,,https://www.glodollar.org/,https://twitter.com/glodollar,https://discord.com/invite/PUrBVdzzN5,16/10/2023
Globacap,Investment platform,,Funds and Investment Vehicles,Private capital markets,"Globacap’s end-to-end digital ecosystem supercharges your primary placement deals, reduces ongoing administrative overheads, and enables frictionless secondary liquidity.",Closed beta,Custodial,?,-,-,2017,,,,https://www.globacap.com,https://twitter.com/globacap,-,15/9/2023
Gluwa,Credit protocol (asset-backed),,Financial Services and Payments,Receivables,"Through the power of decentralized technology, we connect your crypto directly to global lending opportunities. Now, you can invest in exciting fintechs driving financial inclusion, all whilst earning yields of up to 20% APR. Fintechs that are funded: Aella, Jenfi, Untapped",Live,Non-custodial,Public,Creditcoin,-,,,"Africa, Asia",$3+ million loans funded 6 deals completed 3 institutions onboarded 100% repayment rate,https://www.gluwa.com/,https://twitter.com/gluwa,-,19/9/2023
Goldfinch,Credit protocol (asset-backed),,Private Debt Instruments,"Private debt,Receivables","A decentralized credit protocol for extending loans to real-world businesses. Goldfinch aims to make DeFi lending more accessible by enabling loans that can use both on- and off- chain collateral. Serves African, East Asian and LatAm markets. Loans are backed by real-world collateral and legal recourse",Live,Non-custodial,Public,Ethereum,"$GFI (utility), $FIDU (senior pool token)",2020,US,Africa,,https://www.goldfinch.finance,https://twitter.com/goldfinch_fi,https://discord.com/invite/HVeaca3fN8,15/9/2023
Goldman Sachs DAP,Tokenization platform ,,Public Debt Instruments,Govenment bonds (long-term / non-US),"Upon going live, GS DAP was able to reduce the bond issuance settlement for the European Investment Bank “from T+5 to T+0 at a speed of sub-60 seconds with cross-chain atomic Delivery versus Payment (DvP) settlement”. In 2022, Goldman Sachs developed its own platform for digital assets, GS DAP, on top of Digital Asset’s Daml smart-contract language and Canton, its privacy enabled blockchain. GS DAP was the platform on which in November 2022 the European Investment Bank launched a €100 million two-year digital bond with same-day settlement. This was a first syndicated digital bond that included cross-chain delivery versus payment against a prototype wholesale version of the digital euro in cooperation with the Banque de France and Banque centrale du Luxembourg. The deal was also the first to include a representation of associated interest swap data on chain. The EIB deal was a digital native bond, and GS DAP followed this up in February 2023 with a tokenized one-year green government bond for the Hong Kong government, which encompassed tokenized cash as well as tokenized securities. The on-chain ownership records on GS DAP are the legally definitive and final records of ownership of both the securities and cash tokens.",Live,Custodial,Private,Canton,,2023,US,,In November 2022 the European Investment Bank launched a €100 million two-year digital bond with same-day settlement.,https://www.goldmansachs.com/,https://twitter.com/goldmansachs,-,15/10/2023
Gramchain,Tokenization platform ,,Commodities and Precious Metals,"Collectibles,Gold and silver","GramChain enables users to digitally track their assets such as gold, silver, luxury goods, artwork, antiques, and other valuable items. The platform provides a secure, immutable, and reliable way to keep track of asset history, ownership, and authenticity. This ensures that buyers and sellers can trust that the asset they are buying or selling is legitimate and exactly as described. You can integrate GramChain into your systems and services to build on top of our existing infrastructure.",Live,Non-custodial,Public,Multi-chain,-,,SG,,explorer.gramchain.net/,https://www.gramchain.com,https://twitter.com/GramChain,-,15/9/2023
Groma,Investment platform,,Real Estate,Real estate,"Triple-deckers, rowhouses, fourplexes, walkups… whatever you call them, there are over one million1 of these buildings in the country.
MUR Asset Class
This class of building has long been overlooked by institutional investors in favor of larger towers. Why? Because revitalizing older buildings requires significant renovations and historically it has been inefficient to operate smaller buildings spread across a city.

Our platform solves these challenges. And we’re opening this new asset class to investors large and small, from institutions to our residents, via the GromaREIT. Groma has two sets of Ethereum-based tokens that represent different parts of the property holdings: NFTs that represent individual properties and fungible ERC-20 tokens that represent REIT shares.",Live,Non-custodial,Public,Ethereum,,2020,"US (Boston, MA)","US (Boston, MA)",,https://www.groma.com/,https://twitter.com/GromaCorp,-,15/11/2023
HADCO,Tokenization agency,,Real Estate,Real estate,"HADCO has developed a framework called an sDAO, which is a simple process for bringing real world hard assets like real-estate and IP ‘on chain’ in crypto.

Starting with the successfully completed Montana Land sDAO we are running a series of sDAOs acquiring different types of real world hard assets and ‘tokenizing’ them on-chain.

For these early sDAOs HADCO plays the role of: (1) Forming new sDAOs & doing capital formation to acquire real world hard assets. (2) Managing the real world assets on behalf of the sDAO members.
",Closed beta,?,?,?,,,,US (Montana),,https://www.hadco.xyz/,-,-,15/10/2023
HamsaPay,Investment platform,Tokenization platform,Financial Services and Payments,"Receivables,Private debt,Real estate","Hamsa's Smart Admin Agent automates trade settlement, reducing middle-office and third-party costs. Team is currently focused on B2B e-commerce in Asia, LatAm, and in the U.S., but hopes to expand significantly to bolster its tokenized asset base.
",Closed beta,?,Public,?,-,2020,US (SF/CA),"LatAm, APAC, US",3B Tokenized (Mainpage),https://www.hamsa.com,https://twitter.com/hamsapay,-,15/9/2023
Harbor,Investment platform,"Broker dealer,Transfer agent",- Asset-agnostic,"Real estate,Private funds,Private equities","Harbor is reengineering private securities with blockchain technology to help usher in a new wave of tokenized securities backed by real-world assets, such as real estate, company equity, investment funds, and fine art. The Harbor platform, powered by its compliance protocol, is the first to ensure tokenized securities comply with existingsecurities laws on every trade, everywhere across the globe (Source: Crunchbase)",Sold,Non-custodial,Public,Ethereum,,2017,"US (SF, CA)",,"Acquired by BitGo in 2020. In 2019 created tokens on the ethereum blockchain representing the shares of four real estate funds worth $100 million, managed by https://www.icapequity.com/.
",https://harbor.com,-,-,15/10/2023
Harbor Trade,Trade financing ,,,,"Harbor is the engine through which SME's can access cost effective, user-friendly and efficient financing for trade. In addition to working capital, the HarborTrade platform offers automation tools to improve visibility and operational efficiency among trading partners.

Harbor also provides a platform for asset origination partners and retailinvestors, DeFi protocols and other traditional market participants to support such funding activities through a distributed origination and funding model.",,,,,,,,,,https://harbortrade.com/,-,-,15/10/2023
Hashnote,Asset management,,Funds and Investment Vehicles,Private capital markets,"Institutional DeFi. Hashnote is a compliance driven DeFi platform on the Ethereum blockchain that conforms to Know-Your-Customer (KYC) and Anti-Money-Laundering (AML) standards and offers clients exposure to crypto-based investments such as yield generation, downside protection and leveraged upside products, the company said. Earn yield with on-chain structured products, benefiting from the efficiency of blockchain technology. Create your own Crypto Index. ",Closed beta,Non-custodial,Public,Canto,,2023,,,,https://www.hashnote.com/,https://twitter.com/Hashnote_Labs,-,15/10/2023
Hauck Aufhäuser Lampe,Bank working with tokenization,,- Asset-agnostic,-,"Hauck Aufhäuser Lamp Privatbank AG is your home for all financial matters - whether as a private customer, company or institutional investor.",Live,-,-,-,,,DE,,,https://www.hal-privatbank.com,https://twitter.com/privatbank1796,-,15/9/2023
Homebase,Investment platform,,Real Estate,Real estate,"Invest in real estate, for as little as $100. Build wealth with rental properties, earn cash flow and appreciation. Let Homebase handle the rest.  Receive monthly rental income Receive rental income directly in your account each month.",Closed beta,Non-custodial,Public,Solana,-,2022,,,,https://www.homebasedao.io/,https://twitter.com/HomebaseDAO,https://discord.com/invite/qEpCfTyqSY,15/10/2023
HomeCoin,Stablecoin (RWA- or Fiat- backed),,Real Estate,Real estate,"You deposit USDC, USDT or DAI and get HOME back. A lien (promise to repay a fixed debt) is placed on a home, registered at the county and on blockchain, then you get HOME. A loan to the homeowner is made equaling the value of the lien. When the home owner makes payments on this loan they are received by the protocol. If payments are not made the protocol has the right to sell the house and pay back HOME holders. The protocol and people involved in collecting payments get 1% and you get the rest of the payment as a reward",Live,Non-custodial,Public,Ethereum,"$HOME (utility), $RWA (governance)",,,US,6.3M TVL (Mainpage),https://www.homecoin.finance,https://twitter.com/homecoinfinance,discord.com/invite/homecoin,15/9/2023
HoneyBricks,Investment platform,Tokenization platform,Real Estate,Real estate,Investment Platform for tokenized real estate,Broken ('Investing' link doesn't work),Non-custodial,Public,Polygon,,2020,US,,,https://www.honeybricks.com,https://twitter.com/Honey_Bricks,,15/9/2023
HouseAfrica,Investment platform,,Real Estate,Real estate,"Sytemap uses satellite map to help first-time buyers and diasporas to easily verify, choose better lands, make payments and get digital title powered on blockchain & NFT. ",Live,Custodial,?,?,,2019,"NG (Maitama, Abuja)",Nigeria,Onboarded 100+ real estate companies. 505 + Allocations $ 2.9 M+ Transaction processed,https://houseafrica.io/,https://twitter.com/HouseAfricaHQ,,15/10/2023
HQLAx,Collateral management ,,- Asset-agnostic,- Asset-agnostic,"Inefficient collateral management costs Tier 1 participants €50m - €100m p.a. Frictionless: HQLAx makes the transfer of ownership of securities seamless and easy across disparate collateral pools - by removing the cross-custody movement of ISIN’s. Precise: Using HQLAx, firms can specify the exact point in time the collateral should be exchanged. Real-time: By decoupling ownership transfer from movement of assets, exchange can take place simultaneously, in real-time and when required - without the need to actually move the security physically.",Live,Custodial,Private,R3 Corda,,,"LU, CH (Zug), UK (London)",,,https://www.hqla-x.com/,-,-,15/10/2023
Huma Finance,Credit protocol (asset-backed),,Financial Services and Payments,Receivables,"Income backed DeFi for the 99%
Lend and borrow against income, the new collateral.",Live,Non-custodial,Public,"Celo,Polygon",,,,,,https://www.huma.finance,https://twitter.com/humafinance,,15/9/2023
Hyperledger,"""L1, Enterprise""",,- Asset-agnostic,- Asset-agnostic,,Live,Custodial,Private,-,,,,,,https://www.hyperledger.org/,https://twitter.com/Hyperledger,-,15/10/2023
IAN ,Investment platform,,Collectibles and Alternatives,Collectibles,"Revolutionising the luxury goods market with unparalleled efficiency. Trade art, watches, collectibles, and more.",In development,Non-custodial,Public,Sei,,,IT,,,-,https://twitter.com/protocol_ian,-,21/11/2023
Intain,Investment platform,Tokenization platform,Private Debt Instruments,Private debt,Intain Markets recently launched an Avalanche subnet which is specifically designed for the permissioned on-chain issuance and trade of asset-backed securities.,Live,Non-custodial,Public,Avalanche Subnet,-,2018,US,,"IntainADMIN, now facilitates the administration of more than $5.5B in assets across more than 25 deals",https://www.intainft.com,https://twitter.com/intainft,-,15/9/2023
Invaria2222,Tokenization platform ,,Real Estate,Real estate,"InVaria2222 is a RWA-based, tokenization world with the goal of constructing connections between real-world and digital economies. In addition, InVaria2222 is positioned as an experiment flagship of InVar Finance

In InVaria, there are vast opportunities to invest in fascinating properties that you may never have had a chance to invest in before! Get rid of annoying procedures, start accumulate your wealth by owning your first REAL NFT!",In development,Non-custodial,Public,Ethereum,,2022,Bahrain,,"
https://defillama.com/protocol/invar-finance",https://app.invar.finance/,https://twitter.com/InVarFinance,https://discord.com/invite/BrzPWYut4p,15/10/2023
Inveniam,Assets management service,,- Asset-agnostic,"Real estate,Private debt,Physical infrastructure,Private equities","Valuation-as-a-service
Waterfall-as-a-service
Virtual Data Management
Workflow Automation",Live,?,?,?,-,2017,,,"$55,169,868,945 of Assets on Platform (Mainpage)",https://www.inveniam.io,https://twitter.com/InveniamIO,-,15/9/2023
Investacrowd,?,,?,?,-,Dead,-,-,-,,,,,,https://www.investacrowd.com,-,-,15/9/2023
InvestaX,Investment platform,Tokenization platform,- Asset-agnostic,"Private equities,Private debt","Our Tokenization SaaS platform is a software-as-a-service solution that enables the issuance, trading, and custody of security tokens for private market assets. We have been granted a Capital Markets Services and Recognized Market Operator license by the Monetary Authority of Singapore to deal in and operate an organised market for securities, respectively. Our service offers a one-stop solution for all your security token needs, including seamless banking integration, thorough user verification with our KYC module, flexible OTC trading options, primary issuance services, cutting-edge blockchain technology, and smart contract deployment.",Live,Custodial,Public,-,,2015,SG,,,https://www.investax.io,https://twitter.com/investax,-,15/9/2023
Invictus Capital,Tokenized fund,,Funds and Investment Vehicles,Private funds,"Invest in Regulated and Tokenised Funds Exposure to Crypto, Venture Capital, and USD-backed lending for institutions and individuals brought to you by the pioneers of the world's first index crypto fund, C20. The Hyperion Fund (IHF) is a tokenized, closed-end venture capital fund designed to provide token holders with diversified exposure to the returns of early stage investing in the blockchain industry.

",Dead,?,?,?,,,,,,https://invictuscapital.com/ ,-,-,15/10/2023
INX,Assets CEX,Tokenization platform,Equity and Stocks,Private equities,"Tokenization AND Trading of security tokens and crypto under one roof. One US regulated hub for cryptocurrencies & security tokens. INX Token was the first public SEC-registered security token to IPO on the blockchain, making it available to the US general public and global investors.",Live,Custodial,Public,-,,2017,US,,,https://www.inx.co,https://twitter.com/INX_Group,https://discord.com/invite/A5KkK4EAV7,15/9/2023
IX Swap,Assets DEX,,Equity and Stocks,"Private equities,Collectibles",Liquidity pool and automated market maker functions for the security tokens (tokenized equity and collectibles),Live,Non-custodial,Public,"Ethereum,Polygon",$IXS,,,,,https://www.ixswap.io,https://twitter.com/IxSwap,https://discord.com/invite/KXrGyZQx4t,15/9/2023
Jasmine Energy,Tokenization platform ,,Commodities and Precious Metals,Energy commodities,"Track prices, verify generators, buy & sell EACs with certainty. Jasmine Liquidity Token is an ERC-20-compliant representation of energy attributes. All JLTs have a nominal value of 1MWh energy attributes, and each basis pool uses a different JLT. We're not going to build enough global clean energy capacity to (1) electrify the economy, (2) decarbonize the electricity grid, and (3) improve people's quality of life by expanding access to electricity by 2050. Part of the reason we're off track is that it is difficult and opaque to finance clean energy development. We want to fix that.",Live,Non-custodial,Public,Polygon,$EAC,,"US (Washington, DC)",,RECS TOKENIZED 146.88k Powering 12k Homes per year. RETIRED ASSETS 77.79k 6k Homes powered to date,https://www.jasmine.energy/,https://twitter.com/Jasmine_Energy,https://discord.com/invite/3y9aMNSHb5,15/11/2023
Jia,Credit protocol (reputation-backed),,Private Debt Instruments,Private debt,"Jia turns crypto liquidity into working capital for small businesses in emerging markets. Jia employs an automated underwriting model to evaluate potential borrowers, and deploys financing to them from on-chain liquidity pools backed by global investors. Jia is designed to provide accessible, affordable, rewarding financing to help small businesses around the globe thrive and reach their potential. Jia provides loans of up to $5,000 to small businesses",Live,Non-custodial,Public,Polygon,-,2022,US,,,https://www.jia.xyz,https://twitter.com/jia_DeFi,discord.com/invite/nSETFXUDSE,15/9/2023
JP Morgan Onyx,"""L1, Enterprise""",,- Asset-agnostic,- Asset-agnostic,,,,,,,2020,,,,https://www.jpmorgan.com/onyx/index,-,-,15/10/2023
Kasu,Credit protocol (asset-backed),,Financial Services and Payments,Receivables,"KASU is a decentralised platform that bridges DeFi Liquidity Providers and Real World Yield Providers. Kasu's launch partner is Apxium, an Australian based fintech specialising in Accounts Receivables Automation and Lending for leading accounting & law firms and their clients. Apxium has greater than $2b of invoicing currently under management and $150m with the potential to be funded by KASU today.",Waitlist,Non-custodial,Public,?,$KASU,2023,,,"6% to 25% APY;
$12B Captive opportunity",https://kasu.finance/,https://twitter.com/KasuFinance,https://discord.com/invite/jm2V7vUg99,14/10/2023
Kinesis,"""L1, RWA-specific""",,,,Open-source Stellar fork,,,,,,,,,,https://kinesis.money/,https://twitter.com/KinesisMonetary,-,15/10/2023
Kinto,"""L2, RWA-specific""",,- Asset-agnostic,-,"Kinto is the first fully KYC’ed Ethereum Layer 2 protocol with built in insurance. Kinto focuses on reducing regulatory and financial risks, while maintaining access to capital from the largest DeFi ecosystem in the world.Notably, the chain is built with OP Stack as an Optimistic Rollup parallel to Optimism and Base.  Kinto provides the perfect infrastructure for real-world asset (RWA) protocols. Here’s how we solve their top challenges: Composability. Right now, RWA assets cannot be easily composed with each other. Within Kinto’s rollup, asset issuers can create composability between assets with the same compliance requirements. Access to institutional capital. Institutions can finally interact on-chain while still being able to tick all their compliance needs. Counterparty requirements can now be easily satisfied. User Network Effects. Right now, different RWA protocols on mainnet have different solutions to satisfy their KYC/AML. Users are forced to complete a unique process to use each and every one of these protocols.",Live,Non-custodial,Public,Kinto,,,,,test-explorer.kinto.xyz/; 453 wallets; 7200 Txs per day,https://www.kinto.xyz,https://twitter.com/KintoXYZ,discord.com/invite/utEYFxKFgB,15/9/2023
Klasma Labs,Tokenization platform ,,Real Estate,Real estate,"Klasma Labs is a digital asset administrator for residential properties in the United States of America. Their digital assets, residential home NFTs, support a budding ecosystem of DeFi applications geared towards democratizing homeownership and home financing on a global scale.",Dead,Non-custodial,Public,,,2022,"US (CA, SF)",,,https://www.klasmahomes.com/,-,-,15/10/2023
KlimaDAO,Tokenization platform ,,Sustainable and Responsible Investments,Carbon credits,"Developed by KlimaDAO, the Digital Carbon Market (DCM) enables the scale-up of climate finance - with over $4 billion traded to date. Products: 
* carbon dashboard – which gives users full access to market data
* carbonmark.com – a Investment Platform for acquiring digital carbon credits transparently and instantly
* retirement aggregator – which allows users to “offset” or consume the environmental benefit represented by carbon credits.",Live,Non-custodial,Public,Polygon,$KLIMA,2021,US,,carbon.klimadao.finance - lots of dashboards,https://www.klimadao.finance,https://twitter.com/KlimaDAO,discord.com/invite/klimadao,15/9/2023
KreskoFi,Assets DEX,"Tokenization platform,Credit protocol (asset-backed)",Equity and Stocks,Public equities,"An open platform for synthetic stocks, commodities, and crypto. mint, swap, pool, and farm — all in one place. With Kresko, you can trade fractional assets. You have the freedom to buy $1 or $1000 worth of krTSLA.",Live,Non-custodial,Public,Ethereum,$KISS (pegged to 1$),,,,https://app.kresko.link/pools,https://www.kresko.fi,https://twitter.com/kreskofi,https://discord.com/invite/FG3AuCaHRz,19/9/2023
Labs Groupio,Tokenization platform ,,Real Estate,Real estate,"We’re building a world where anyone, from anywhere, can invest in the future. Welcome to Labs Group, an ecosystem designed to empower your legacies and real estate investing journey. The Liquid Assets Brokerage System (LABS) is the vanguard of a new era of real estate investment. Harnessing the strength of our robust ecosystem and our innovative token system, we leverage the power of decentralized finance (DeFi) and governance to break down the barriers in real estate – the world’s largest asset class. We’re not just transforming the way people invest; we’re shaping the future of real estate itself",Live,Non-custodial,Public,BNB,$LABSV2,,,,,https://labsgroup.io/,https://twitter.com/labsgroupio,Invalid link,15/10/2023
Laiqon-token,Tokenization agency,,- Asset-agnostic,-,"We offer first-class services for the tokenization of assets and impress with intelligent processes and customer-centric actions. By using blockchain technology, we offer our customers the optimal infrastructure for the realization of digital assets: our full service for your tokenization in Germany!",Live,-,-,Multi-chain,,,,,,https://www.laiqon-token.com,https://twitter.com/lloydfonds,-,15/9/2023
LandX,Perpetuals exchange,Tokenization platform,Sustainable and Responsible Investments,Agriculture,"LandX provides capital to real-world farmers in exchange for a legal share of their Agriculture in perpetuity. The contract is ensured by a farm audit, security deposit, and lien on their land. The farmer's Agriculture share becomes ERC20 tokenized commodity vault (minted xTokens). Investors receive asymmetric exposure to real farmland commodities through the xToken and its daily yield.",Live,Non-custodial,Public,Ethereum,$LNDX,,,,"dune.com/landxfinance/landx-finance-goerli-network-xtoken-ctoken; 
10M TVL as of Sep'23",https://www.landx.fi,https://twitter.com/landxfinance,discord.com/invite/hFeUwGchzg,15/9/2023
LCX,Assets CEX,"Tokenization platform,Tokenized assets DEX",- Asset-agnostic,- Asset-agnostic,"LCX is a Fintech company that focuses on tokenization of assets, utility and security token offerings and advanced trading tools. LCX, the Liechtenstein Cryptoassets Exchange. In 2020 LCX has gained regulatory approval of 8 blockchain-related registrations by the Financial Market Authority.",Live,Custodial,Public,-,$LCX,2018,"LI,
CH (Zug),
IN (New Delhi)",,,https://www.LCX.com,https://twitter.com/lcx,-,19/9/2023
Ledgity,Stablecoin (RWA- or Fiat- backed),,,,"Ledgity Yield provides stablecoins holders with a real, stable and high-efficiency yield backed by Real World Assets (RWA)",,Non-custodial,,,,,FR (Nice),,,https://ledgity.finance/,https://twitter.com/LedgityYield,https://discord.com/invite/ledgityyield,15/10/2023
LevinSwap,Assets DEX,,Real Estate,Real estate,"Levinswap, developed & maintained by the LightningDAO, is an AMM DEX on the xDai chain. Its uniqueness comes from the ability to trade securities tokens, specifically, tokenized real estate tokens. Practical implementation: levinswap.realt.community/",Live,Non-custodial,Public,xDai,,,,,,https://levinswap.realt.community/,https://twitter.com/levinswap,Invalid link,15/9/2023
Libeara (by Standard Chartered),Tokenization platform ,,- Asset-agnostic,"Private funds,Government bonds (long-term / US),Collectibles,IP","Incubated by Standard Chartered. A portmanteau of Liberty and Aerarium (the first retail US Treasuries and the Roman Treasury respectively), Libeara is a road-tested asset tokenisation platform that seeks to introduce a new approach to investing through technology and innovation.

As finalists of the Monetary Authority of Singapore’s (MAS) Global Retail CBDC Challenge and the team behind digital platform prototypes used by the Hong Kong government, Ghana, and the Philippines, Libeara is ready to help organisations create, issue, and manage real-world assets on-chain.

With Delta, regulated fund managers can issue tokenised fund units directly to their investors in any denomination. Not only are tokens easier to subscribe and redeem, they can also be transferred between eligible users.

Delta opens access to tokenised funds across a wide range of assets and jurisdictions. Delta is launching through an institutional-grade app and platform developed by Libeara for FundBridge Capital, a licensed fund manager (CMS100668) in Singapore.",Closed beta,Custodial,?,?,,2023,SG,,,https://libeara.com/,-,-,15/11/2023
Liquid Mortgage,Tokenization platform ,,Real Estate,Mortgage,"Liquid Mortgage creates a unique Digital Asset for each underlying loan. This Digital Asset is a replica of the original loan and allows us to attach data, payments, and transactions throughout the life of the loan.",Dead,Custodial,?,?,,2018,US (CO),,,https://www.liquidmortgage.io,https://twitter.com/liquidmortgage,-,15/9/2023
Lofty,Investment platform,,Real Estate,Real estate,"Buy fractional ownership in properties across America. You’ll get your first rent payment that same day, and daily after that. Your holdings will grow along with the property value, too. Use your rental income to buy more and more real estate and voilà – you’re on the path to financial freedom. Own multiple properties without the landlord headaches Diversify your portfolio without multiplying your workload. Vote on key property decisions, and professional property managers handle the rest.

Meet the world's first liquidity pool for real estate, powered by Algorand. Blend real world asset stability with DeFi upside: https://liquiditypool.lofty.ai/",Live,Non-custodial,Public,Algorand,,2018,US,,6% APY on https://liquiditypool.lofty.ai/,https://www.lofty.ai/,https://twitter.com/lofty_ai,,15/10/2023
LoPo Finance,Credit protocol (asset-backed),,Financial Services and Payments,Receivables,"Lopo is a lending protocol specifically designed for the global supply chain industry with real-world assets RWA. It addresses the challenges related to manufacturers' accounts receivable and cash flow. By utilizing the Lopo protocol, suppliers can receive stablecoin payments within a few days while shipping. ","""Dead (links do not work, no social media presence)""",Non-custodial,Public,?,-,,?,,100K TVL: https://lopo.finance/lending/pools/details?address=0xEc14c01136e0E1e815C9fBf369276397d0804fc3,https://www.lopo.finance,-,-,19/9/2023
MakerDAO (DAI),Stablecoin (RWA- or Fiat- backed),,Financial Services and Payments,"Receivables,Private debt",Stake ETH -> Mint DAI,Live,Non-custodial,Public,Ethereum,$MKR,2015,DE (Berlin),,,https://www.makerdao.com,https://twitter.com/MakerDAO,https://discord.com/invite/AY7yq3gyHq,15/9/2023
Maple,Credit protocol (asset-backed),,Public Debt Instruments,"Government bonds (short-term / US),Reserve repos",Insitutional credit protocol. Has 3 pools that use various RWAs to collateralized loans,Live,Non-custodial,Public,"Ethereum,Solana,Base","$MPL, $xMPL",2020,"US, AU",,"defillama.com/protocol/maple-rwa
https://dune.com/steakhouse/tokenized-securities",https://www.maple.finance,https://twitter.com/maplefinance?lang=en,https://discord.com/invite/Xy6sqxRhFG,15/9/2023
Matrixdock (by Matrixport),Tokenization platform ,,Public Debt Instruments,Government bonds (short-term / US),"Matrixdock is a digital assets platform that provides institutional and accredited investors with transparent access to tokenized real-world assets (RWA) with an immutable record of ownership, daily Proof-of-Reserve and full bankruptcy remoteness. It is a brand owned by Matrixport. Exclusively designed for accredited investors, STBT is an ERC 1400 standard token, allowing investors to leverage their stablecoin holdings to tap into risk-free US T-bill yields. STBT rebases interest on each business day. Each STBT is initially traded at 1 USD, and is backed by US Treasury securities with maturities within 6 months and reverse repurchase agreements (overnight loan fully backed by T-bill treasuries).",Live,Non-custodial,Public,Ethereum,,,SG,,https://dune.com/steakhouse/tokenized-securities,https://www.matrixdock.com,https://twitter.com/matrixdock,-,15/9/2023
Mattereum,Legal protection,,Real Estate,"Real estate,Collectibles",Legal Protection For Physical Assets Sold On The Blockchain. Our Multi-Party Digital Certification System Provides Assurances To Buyers And Sellers Of Goods,Live,"Custodial,Non-custodial",Public,-,,,,,,https://mattereum.com/,https://twitter.com/mattereum/,,15/10/2023
Maxos,Tokenization platform ,,- Asset-agnostic,"Private debt,Real estate,Private funds,Government bonds (long-term / US)","We work on: DeFi-ready infrastructure The DeFi-ready community project wraps assets for global distribution and DeFi, using open source tokens, permissioning, and data sharing",In development,?,?,Ethereum,-,2020,US,,,https://www.maxos.finance,-,discord.com/invite/QV2xUg6eyf,15/9/2023
Meld Gold,Tokenization platform ,,Commodities and Precious Metals,Gold and silver,"Meld Gold is creating a digital platform that changes the way gold is bought and sold.  We integrate into the existing gold supply chain and will deliver far greater market efficiency through seamless trading and quicker settlement, as well as significantly reducing the slow manual processes that currently exist.  For investors and consumers, they will be able to transact in both physical and digital gold certificates utilizing a global network of partners and gold suppliers.

",Live,,,Algorand,,2020,AU,,,https://meld.gold/,https://twitter.com/meldgold,,15/10/2023
Mohash,Credit protocol (asset-backed),,Financial Services and Payments,"Receivables,Private debt",Bringing Global Liquidity to Private Debt. Stable yields by backing the protocol returns with diversified real-world assets with low volatility and strong risk management. Across bull and bear markets. High growth debt markets providing 6-10% base yields plus early adopter incentives. MoHash is a crypto asset manager which provides investors access and global liquidity to real world products on-chain. The investors are taking a call on the ability of specialised institutional underwriters who are market leaders and have excellent track records to create good products. Risk sharing mechanisms are used to align incentives of the underwriter and investor. Since diversified portfolios are tokenized the idiosyncratic risks are limited,Closed beta,?,?,?,,2021,IN,Emerging markets,,https://www.mohash.co/,https://twitter.com/MoHashProtocol,Invalid link,15/10/2023
MontanaLand SlowDAO,Tokenization agency,,Real Estate,Real estate,"Montana Land SDAO (Slow DAO 1, LLC) — An SDAO For Identifying And Purchasing Montana Land And ‘Tokenizing’ The DAO Membership Interests. What Is An SDAO
An sDAO is a legally compliant way for DAOs to purchase assets like land, IP, etc. and put them on-chain, and allow token holders to participate in all economic activities (including disbursements) learn more about sDAOs",Closed beta,?,?,?,-,2010,,US (Montana),,https://montanaland.slowdao.xyz/,https://twitter.com/slow,-,15/10/2023
Mortar,"""L1, RWA-specific""",,Real Estate,Real estate,"Mortar Real Estate is a commercial real estate company focused on bringing more liquidity, automation and elevated access to real estate through blockchain.",Live,,,,,,,,,https://www.mrtr.xyz/,-,https://discord.com/invite/yyFfjXhFPn,15/10/2023
Moss,Investment platform,,Sustainable and Responsible Investments,Carbon credits,"Moss has developed the Moss Carbon Credit (MCO2) token, one of the first tokenized carbon credits in the market, to offset greenhouse gases. They also offer NFTs representing ownership of Amazon rainforest land acquired through their subsidiary Terra Vista Gestora de Recursos LTDA. Moss is Brazil's largest trader of voluntary carbon credits and one of the largest globally. The company utilizes DMRV technology to certify carbon credit projects using geospatial analysis, remote sensing, AI, and Big Data. Their NFTs and MCO2 tokens are audited and certified by leading companies, ensuring traceability and security. 
",Live,?,Public,Ethereum,$MCO2,,"BR (PA, SP, AM, RS), UR ",Brazil,"Moss has sent over $30 million to Amazon preservation projects, preserved 301 million trees, and avoided 1.33 million tons of emissions.",https://moss.earth,https://twitter.com/MCO2token,https://discord.com/invite/BspH2Sdm,14/11/2023
